year_month,theme,theme_count,rank
2025-08,TAX_MILITARY_TITLE_OFFICER,355136,16
2025-08,TERROR,344857,17
2025-08,TAX_MILITARY_TITLE_OFFICERS,333826,18
2025-08,URBAN,269391,19
2025-08,NEGOTIATIONS,243745,20
2025-09,SECURITY_SERVICES,3393350,1
2025-09,ARMEDCONFLICT,2603582,2
2025-09,KILL,2029686,3
2025-09,ARREST,1203007,4
2025-09,ELECTION,1033324,5
2025-09,MILITARY,973942,6
2025-09,MARITIME,951264,7
2025-09,AGRICULTURE,847702,8
2025-09,PROTEST,718487,9
2025-09,PUBLIC_TRANSPORT,661958,10
2025-09,TERROR,635626,11
2025-09,WOUND,624917,12
2025-09,TOURISM,522174,13
2025-09,URBAN,419103,14
2025-09,ENV_OIL,411786,15
2025-09,DRONES,405463,16
2025-09,CORRUPTION,386907,17
2025-09,TRAFFIC,375618,18
2025-09,TAX_MILITARY_TITLE_OFFICER,308687,19
2025-09,TAX_MILITARY_TITLE_OFFICERS,294081,20
2025-10,SECURITY_SERVICES,3585834,1
2025-10,ARMEDCONFLICT,2463673,2
2025-10,KILL,2146644,3
2025-10,ARREST,1369521,4
2025-10,ELECTION,1246476,5
2025-10,MARITIME,993314,6
2025-10,MILITARY,990073,7
2025-10,AGRICULTURE,892723,8
2025-10,TAX_TERROR_GROUP_HAMAS,781392,9
2025-10,TAX_POLITICAL_PARTY_HAMAS,780935,10
2025-10,PROTEST,630206,11
2025-10,KIDNAP,554552,12
2025-10,TOURISM,516129,13
2025-10,TRAFFIC,512080,14
2025-10,PUBLIC_TRANSPORT,485603,15
2025-10,ENV_OIL,471378,16
2025-10,WOUND,466754,17
2025-10,URBAN,444767,18
2025-10,TERROR,378653,19
2025-10,CORRUPTION,355181,20
2025-11,SECURITY_SERVICES,3211431,1
2025-11,ARMEDCONFLICT,2075726,2
2025-11,KILL,1867367,3
2025-11,ELECTION,1223030,4
2025-11,ARREST,1139563,5
2025-11,MILITARY,892111,6
2025-11,AGRICULTURE,891244,7
2025-11,MARITIME,852387,8
2025-11,PUBLIC_TRANSPORT,677662,9
2025-11,CORRUPTION,599514,10
2025-11,TRAFFIC,544283,11
2025-11,WOUND,525305,12
2025-11,TOURISM,459876,13
2025-11,ENV_OIL,421830,14
2025-11,GEN_HOLIDAY,416927,15
2025-11,PROTEST,393137,16
2025-11,TAX_MILITARY_TITLE_OFFICER,331393,17
2025-11,URBAN,328844,18
2025-11,TERROR,296515,19
2025-11,TAX_MILITARY_TITLE_OFFICERS,294562,20
2025-12,SECURITY_SERVICES,3311277,1
2025-12,ARMEDCONFLICT,2124615,2
2025-12,KILL,1904578,3
2025-12,ARREST,1159562,4
2025-12,ELECTION,1016516,5
2025-12,MARITIME,969835,6
2025-12,AGRICULTURE,963072,7
2025-12,GEN_HOLIDAY,894337,8
2025-12,MILITARY,826731,9
2025-12,ENV_OIL,687131,10
2025-12,WOUND,629331,11
2025-12,CORRUPTION,577434,12
2025-12,PUBLIC_TRANSPORT,525147,13
2025-12,TOURISM,506975,14
2025-12,TRAFFIC,432464,15
2025-12,PROTEST,389863,16
2025-12,TERROR,351756,17
2025-12,MARITIME_INCIDENT,332347,18
2025-12,URBAN,323728,19
2025-12,DRUG_TRADE,301742,20
2026-01,SECURITY_SERVICES,3327271,1
2026-01,KILL,2055828,2
2026-01,ARMEDCONFLICT,1950802,3
2026-01,ARREST,1279673,4
2026-01,ENV_OIL,1202691,5
2026-01,ELECTION,1046809,6
2026-01,NATURAL_DISASTER_ICE,889574,7
2026-01,MARITIME,876046,8
2026-01,MILITARY,835251,9
2026-01,AGRICULTURE,825591,10
2026-01,PROTEST,768960,11
2026-01,PUBLIC_TRANSPORT,638552,12
2026-01,WOUND,517775,13
2026-01,CORRUPTION,507548,14
2026-01,TAX_MILITARY_TITLE_OFFICERS,472265,15
2026-01,TOURISM,466991,16
2026-01,TRAFFIC,451404,17
2026-01,TAX_MILITARY_TITLE_OFFICER,445408,18
2026-01,IMMIGRATION,422429,19
2026-01,URBAN,315610,20
2026-02,SECURITY_SERVICES,3148606,1
2026-02,ARMEDCONFLICT,1850371,2
2026-02,KILL,1707162,3
2026-02,ARREST,1194165,4
2026-02,ELECTION,1165396,5
2026-02,MARITIME,779604,6
2026-02,AGRICULTURE,717471,7
2026-02,MILITARY,701015,8
2026-02,ENV_OIL,673247,9
2026-02,TOURISM,488781,10
2026-02,PUBLIC_TRANSPORT,487195,11
2026-02,NATURAL_DISASTER_ICE,469078,12
2026-02,PROTEST,467265,13
2026-02,CORRUPTION,441631,14
2026-02,WOUND,435454,15
2026-02,TRAFFIC,401614,16
2026-02,NEGOTIATIONS,384912,17
2026-02,TAX_MILITARY_TITLE_OFFICERS,358349,18
2026-02,URBAN,320097,19
2026-02,IMMIGRATION,299056,20
2026-03,ARMEDCONFLICT,4138721,1
2026-03,ENV_OIL,3068445,2
2026-03,SECURITY_SERVICES,2966874,3
2026-03,KILL,2120185,4
2026-03,ELECTION,1250606,5
2026-03,MARITIME,1169194,6
2026-03,MILITARY,1159329,7
2026-03,ARREST,1041724,8
2026-03,AGRICULTURE,820755,9
2026-03,WOUND,699568,10
2026-03,DRONES,653154,11
2026-03,MARITIME_INCIDENT,458804,12
2026-03,TOURISM,443490,13
2026-03,PUBLIC_TRANSPORT,433899,14
2026-03,TRAFFIC,422748,15
2026-03,PROTEST,415484,16
2026-03,UNREST_BELLIGERENT,374637,17
2026-03,URBAN,340601,18
2026-03,TAX_MILITARY_TITLE_OFFICERS,337522,19
2026-03,TERROR,252433,20
2026-04,ARMEDCONFLICT,3164976,1
2026-04,SECURITY_SERVICES,2951144,2
2026-04,ENV_OIL,1878619,3
2026-04,KILL,1793450,4
2026-04,MARITIME,1200455,5
2026-04,ELECTION,1087011,6
2026-04,ARREST,1066222,7
2026-04,MILITARY,945473,8
2026-04,CEASEFIRE,837757,9
2026-04,AGRICULTURE,774732,10
2026-04,NEGOTIATIONS,685717,11
2026-04,MARITIME_INCIDENT,522596,12
2026-04,TOURISM,484447,13
2026-04,WOUND,473323,14
2026-04,PUBLIC_TRANSPORT,459014,15
2026-04,TRAFFIC,446594,16
2026-04,PROTEST,334768,17
2026-04,CORRUPTION,320078,18
2026-04,TAX_MILITARY_TITLE_OFFICERS,302287,19
2026-04,TAX_MILITARY_TITLE_OFFICER,285310,20
2026-05,SECURITY_SERVICES,783356,1
2026-05,ARMEDCONFLICT,728716,2
2026-05,KILL,462022,3
2026-05,ENV_OIL,389169,4
2026-05,MARITIME,379290,5
2026-05,ELECTION,323005,6
2026-05,ARREST,270724,7
2026-05,MILITARY,226592,8
2026-05,MARITIME_INCIDENT,219764,9
2026-05,AGRICULTURE,190594,10
2026-05,WOUND,162462,11
2026-05,TOURISM,148303,12
2026-05,PROTEST,114706,13
2026-05,TRAFFIC,111457,14
2026-05,CORRUPTION,103613,15
2026-05,PUBLIC_TRANSPORT,99582,16
2026-05,CEASEFIRE,94297,17
2026-05,GEN_HOLIDAY,90694,18
2026-05,TAX_MILITARY_TITLE_OFFICER,89720,19
2026-05,URBAN,77394,20
